+----------------------+
| *** show Student *** |
+----------------------+
| *** show Student *** |
+----------------------+
+-----+--------+------+--------+
| sID | sName  | GPA  | sizeHS |
+-----+--------+------+--------+
| 123 | Amy    |  3.9 |   1000 |
| 234 | Bob    |  3.6 |   1500 |
| 320 | Lori   | NULL |   2500 |
| 321 | Mary   |  2.5 |   1200 |
| 345 | Craig  |  3.5 |    500 |
| 432 | Kevin  | NULL |   1500 |
| 456 | Doris  |  3.9 |   1000 |
| 543 | Craig  |  3.4 |   2000 |
| 567 | Edward |  2.9 |   2000 |
| 654 | Amy    |  3.9 |   1000 |
| 678 | Fay    |  3.8 |    200 |
| 765 | Jay    |  2.9 |   1500 |
| 789 | Gary   |  3.4 |    800 |
| 876 | Irene  |  3.9 |    400 |
| 987 | Helen  |  3.7 |    800 |
+-----+--------+------+--------+
+----------------------+
| *** show College *** |
+----------------------+
| *** show College *** |
+----------------------+
+----------+-------+------------+
| cName    | state | enrollment |
+----------+-------+------------+
| Berkeley | CA    |      36000 |
| Cornell  | NY    |      21000 |
| Irene    | TX    |      25000 |
| MIT      | MA    |      10000 |
| Stanford | CA    |      15000 |
+----------+-------+------------+
+--------------------+
| *** show Apply *** |
+--------------------+
| *** show Apply *** |
+--------------------+
+------+----------+----------------+----------+
| sID  | cName    | major          | decision |
+------+----------+----------------+----------+
|  123 | Berkeley | CS             |        1 |
|  123 | Cornell  | EE             |        1 |
|  123 | Stanford | CS             |        1 |
|  123 | Stanford | EE             |        0 |
|  234 | Berkeley | biology        |        0 |
|  321 | MIT      | history        |        0 |
|  321 | MIT      | psychology     |        1 |
|  345 | Cornell  | bioengineering |        0 |
|  345 | Cornell  | CS             |        1 |
|  345 | Cornell  | EE             |        0 |
|  345 | MIT      | bioengineering |        1 |
|  543 | MIT      | CS             |        0 |
|  678 | Stanford | history        |        1 |
|  765 | Cornell  | history        |        0 |
|  765 | Cornell  | psychology     |        1 |
|  765 | Stanford | history        |        1 |
|  876 | MIT      | biology        |        1 |
|  876 | MIT      | marine biology |        0 |
|  876 | Stanford | CS             |        0 |
|  987 | Berkeley | CS             |        1 |
|  987 | Stanford | CS             |        1 |
+------+----------+----------------+----------+
+------------------+
| *** query #1 *** |
+------------------+
| *** query #1 *** |
+------------------+
+-----+--------+------+--------+------+----------+----------------+----------+
| sID | sName  | GPA  | sizeHS | sID  | cName    | major          | decision |
| 987 | Helen  |  3.7 |    800 |  123 | Stanford | CS             |        1 |
| 987 | Helen  |  3.7 |    800 |  123 | Stanford | EE             |        0 |
| 987 | Helen  |  3.7 |    800 |  234 | Berkeley | biology        |        0 |
| 987 | Helen  |  3.7 |    800 |  321 | MIT      | history        |        0 |
| 987 | Helen  |  3.7 |    800 |  321 | MIT      | psychology     |        1 |
| 987 | Helen  |  3.7 |    800 |  345 | Cornell  | bioengineering |        0 |
| 987 | Helen  |  3.7 |    800 |  345 | Cornell  | CS             |        1 |
| 987 | Helen  |  3.7 |    800 |  345 | Cornell  | EE             |        0 |
| 987 | Helen  |  3.7 |    800 |  345 | MIT      | bioengineering |        1 |
| 987 | Helen  |  3.7 |    800 |  543 | MIT      | CS             |        0 |
| 987 | Helen  |  3.7 |    800 |  678 | Stanford | history        |        1 |
| 987 | Helen  |  3.7 |    800 |  765 | Cornell  | history        |        0 |
| 987 | Helen  |  3.7 |    800 |  765 | Cornell  | psychology     |        1 |
| 987 | Helen  |  3.7 |    800 |  765 | Stanford | history        |        1 |
| 987 | Helen  |  3.7 |    800 |  876 | MIT      | biology        |        1 |
| 987 | Helen  |  3.7 |    800 |  876 | MIT      | marine biology |        0 |
| 987 | Helen  |  3.7 |    800 |  876 | Stanford | CS             |        0 |
| 987 | Helen  |  3.7 |    800 |  987 | Berkeley | CS             |        1 |
| 987 | Helen  |  3.7 |    800 |  987 | Stanford | CS             |        1 |
+-----+--------+------+--------+------+----------+----------------+----------+
+------------------+
| *** query #2 *** |
+------------------+
| *** query #2 *** |
+------------------+
+-----+-------+------+--------+------+----------+----------------+----------+
| sID | sName | GPA  | sizeHS | sID  | cName    | major          | decision |
+-----+-------+------+--------+------+----------+----------------+----------+
| 123 | Amy   |  3.9 |   1000 |  123 | Berkeley | CS             |        1 |
| 123 | Amy   |  3.9 |   1000 |  123 | Cornell  | EE             |        1 |
| 123 | Amy   |  3.9 |   1000 |  123 | Stanford | CS             |        1 |
| 123 | Amy   |  3.9 |   1000 |  123 | Stanford | EE             |        0 |
| 234 | Bob   |  3.6 |   1500 |  234 | Berkeley | biology        |        0 |
| 321 | Mary  |  2.5 |   1200 |  321 | MIT      | history        |        0 |
| 321 | Mary  |  2.5 |   1200 |  321 | MIT      | psychology     |        1 |
| 345 | Craig |  3.5 |    500 |  345 | Cornell  | bioengineering |        0 |
| 345 | Craig |  3.5 |    500 |  345 | Cornell  | CS             |        1 |
| 345 | Craig |  3.5 |    500 |  345 | Cornell  | EE             |        0 |
| 345 | Craig |  3.5 |    500 |  345 | MIT      | bioengineering |        1 |
| 543 | Craig |  3.4 |   2000 |  543 | MIT      | CS             |        0 |
| 678 | Fay   |  3.8 |    200 |  678 | Stanford | history        |        1 |
| 765 | Jay   |  2.9 |   1500 |  765 | Cornell  | history        |        0 |
| 765 | Jay   |  2.9 |   1500 |  765 | Cornell  | psychology     |        1 |
| 765 | Jay   |  2.9 |   1500 |  765 | Stanford | history        |        1 |
| 876 | Irene |  3.9 |    400 |  876 | MIT      | biology        |        1 |
| 876 | Irene |  3.9 |    400 |  876 | MIT      | marine biology |        0 |
| 876 | Irene |  3.9 |    400 |  876 | Stanford | CS             |        0 |
| 987 | Helen |  3.7 |    800 |  987 | Berkeley | CS             |        1 |
| 987 | Helen |  3.7 |    800 |  987 | Stanford | CS             |        1 |
+-----+-------+------+--------+------+----------+----------------+----------+
+------------------+
| *** query #3 *** |
+------------------+
| *** query #3 *** |
+------------------+
+-----+-------+------+--------+----------+----------------+----------+
| sID | sName | GPA  | sizeHS | cName    | major          | decision |
+-----+-------+------+--------+----------+----------------+----------+
| 123 | Amy   |  3.9 |   1000 | Berkeley | CS             |        1 |
| 123 | Amy   |  3.9 |   1000 | Cornell  | EE             |        1 |
| 123 | Amy   |  3.9 |   1000 | Stanford | CS             |        1 |
| 123 | Amy   |  3.9 |   1000 | Stanford | EE             |        0 |
| 234 | Bob   |  3.6 |   1500 | Berkeley | biology        |        0 |
| 321 | Mary  |  2.5 |   1200 | MIT      | history        |        0 |
| 321 | Mary  |  2.5 |   1200 | MIT      | psychology     |        1 |
| 345 | Craig |  3.5 |    500 | Cornell  | bioengineering |        0 |
| 345 | Craig |  3.5 |    500 | Cornell  | CS             |        1 |
| 345 | Craig |  3.5 |    500 | Cornell  | EE             |        0 |
| 345 | Craig |  3.5 |    500 | MIT      | bioengineering |        1 |
| 543 | Craig |  3.4 |   2000 | MIT      | CS             |        0 |
| 678 | Fay   |  3.8 |    200 | Stanford | history        |        1 |
| 765 | Jay   |  2.9 |   1500 | Cornell  | history        |        0 |
| 765 | Jay   |  2.9 |   1500 | Cornell  | psychology     |        1 |
| 765 | Jay   |  2.9 |   1500 | Stanford | history        |        1 |
| 876 | Irene |  3.9 |    400 | MIT      | biology        |        1 |
| 876 | Irene |  3.9 |    400 | MIT      | marine biology |        0 |
| 876 | Irene |  3.9 |    400 | Stanford | CS             |        0 |
| 987 | Helen |  3.7 |    800 | Berkeley | CS             |        1 |
| 987 | Helen |  3.7 |    800 | Stanford | CS             |        1 |
+-----+-------+------+--------+----------+----------------+----------+
+------------------+
| *** query #4 *** |
+------------------+
| *** query #4 *** |
+------------------+
+-----+-------+------+--------+----------+----------------+----------+
| sID | sName | GPA  | sizeHS | cName    | major          | decision |
+-----+-------+------+--------+----------+----------------+----------+
| 123 | Amy   |  3.9 |   1000 | Berkeley | CS             |        1 |
| 123 | Amy   |  3.9 |   1000 | Cornell  | EE             |        1 |
| 123 | Amy   |  3.9 |   1000 | Stanford | CS             |        1 |
| 123 | Amy   |  3.9 |   1000 | Stanford | EE             |        0 |
| 234 | Bob   |  3.6 |   1500 | Berkeley | biology        |        0 |
| 321 | Mary  |  2.5 |   1200 | MIT      | history        |        0 |
| 321 | Mary  |  2.5 |   1200 | MIT      | psychology     |        1 |
| 345 | Craig |  3.5 |    500 | Cornell  | bioengineering |        0 |
| 345 | Craig |  3.5 |    500 | Cornell  | CS             |        1 |
| 345 | Craig |  3.5 |    500 | Cornell  | EE             |        0 |
| 345 | Craig |  3.5 |    500 | MIT      | bioengineering |        1 |
| 543 | Craig |  3.4 |   2000 | MIT      | CS             |        0 |
| 678 | Fay   |  3.8 |    200 | Stanford | history        |        1 |
| 765 | Jay   |  2.9 |   1500 | Cornell  | history        |        0 |
| 765 | Jay   |  2.9 |   1500 | Cornell  | psychology     |        1 |
| 765 | Jay   |  2.9 |   1500 | Stanford | history        |        1 |
| 876 | Irene |  3.9 |    400 | MIT      | biology        |        1 |
| 876 | Irene |  3.9 |    400 | MIT      | marine biology |        0 |
| 876 | Irene |  3.9 |    400 | Stanford | CS             |        0 |
| 987 | Helen |  3.7 |    800 | Berkeley | CS             |        1 |
| 987 | Helen |  3.7 |    800 | Stanford | CS             |        1 |
+-----+-------+------+--------+----------+----------------+----------+
+------------------+
| *** query #5 *** |
+------------------+
| *** query #5 *** |
+------------------+
+-----+-------+------+--------+-------+-------+----------+
| sID | sName | GPA  | sizeHS | cName | major | decision |
+-----+-------+------+--------+-------+-------+----------+
| 543 | Craig |  3.4 |   2000 | MIT   | CS    |        0 |
+-----+-------+------+--------+-------+-------+----------+
+------------------+
| *** query #6 *** |
+------------------+
| *** query #6 *** |
+------------------+
+-------+------+
| sName | GPA  |
+-------+------+
| Craig |  3.4 |
+-------+------+
+------------------+
| *** query #7 *** |
+------------------+
| *** query #7 *** |
+------------------+
+----------+-----+-------+------+--------+-------+----------+-------+------------+
| cName    | sID | sName | GPA  | sizeHS | major | decision | state | enrollment |
+----------+-----+-------+------+--------+-------+----------+-------+------------+
| Berkeley | 123 | Amy   |  3.9 |   1000 | CS    |        1 | CA    |      36000 |
| Berkeley | 987 | Helen |  3.7 |    800 | CS    |        1 | CA    |      36000 |
+----------+-----+-------+------+--------+-------+----------+-------+------------+
+------------------+
| *** query #8 *** |
+------------------+
| *** query #8 *** |
+------------------+
+-------+------+
| sName | GPA  |
+-------+------+
| Amy   |  3.9 |
| Helen |  3.7 |
+-------+------+
+------------------+
| *** query #9 *** |
+------------------+
| *** query #9 *** |
+------------------+
+----------+-------+
| cName    | state |
+----------+-------+
| Stanford | CA    |
| Berkeley | CA    |
+----------+-------+
